,Name of Institution,Default Rate: 2 yr
542,INDIANA INSTITUTE OF TECHNOLOGY,11.2
543,INDIANA STATE UNIVERSITY,10.2
544,UNIVERSITY OF SOUTHERN INDIANA,8.4
545,INDIANA UNIVERSITY - BLOOMINGTON,3.4
546,INDIANA UNIVERSITY - EAST,14.4
547,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,5.5
548,INDIANA UNIVERSITY - KOKOMO,9.0
549,INDIANA UNIVERSITY - NORTHWEST,10.4
550,INDIANA UNIVERSITY - SOUTH BEND,8.7
551,INDIANA UNIVERSITY SOUTHEAST,8.5
552,MANCHESTER UNIVERSITY,10.0
553,MARIAN UNIVERSITY,4.3
554,INDIANA WESLEYAN UNIVERSITY,6.6
555,ANABAPTIST MENNONITE BIBLICAL SEMINARY,0.0
556,OAKLAND CITY UNIVERSITY,6.6
557,PURDUE UNIVERSITY,2.8
558,PURDUE UNIVERSITY - NORTH CENTRAL,10.6
559,PURDUE UNIVERSITY - CALUMET,9.9
560,INDIANA UNIVERSITY - PURDUE UNIVERSITY - FT WAYNE,10.1
561,ROSE - HULMAN INSTITUTE OF TECHNOLOGY,2.3
562,UNIVERSITY OF SAINT FRANCIS,9.0
563,SAINT JOSEPH'S COLLEGE,8.9
564,CALUMET COLLEGE OF SAINT JOSEPH,13.1
565,SAINT MARY OF THE WOODS COLLEGE,9.5
566,SAINT MARY'S COLLEGE,1.4
567,TAYLOR UNIVERSITY,4.7
568,TRINE UNIVERSITY,9.6
569,UNIVERSITY OF NOTRE DAME,1.0
570,VALPARAISO UNIVERSITY,3.6
571,VINCENNES UNIVERSITY,21.5
572,WABASH COLLEGE,7.3
573,BRIAR CLIFF UNIVERSITY,8.1
574,BUENA VISTA UNIVERSITY,5.2
575,SOUTHEASTERN COMMUNITY COLLEGE,21.6
576,CENTRAL COLLEGE,4.8
577,CLARKE UNIVERSITY,6.3
578,COE COLLEGE,4.1
579,DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,1.5
580,CORNELL COLLEGE,3.7
581,SOUTHWESTERN COMMUNITY COLLEGE,11.5
582,DIVINE WORD COLLEGE,0.0
583,DORDT COLLEGE,3.0
584,DRAKE UNIVERSITY,2.8
585,ELLSWORTH COMMUNITY COLLEGE,19.6
586,IOWA LAKES COMMUNITY COLLEGE,16.1
587,IOWA CENTRAL COMMUNITY COLLEGE,19.5
588,GRACELAND UNIVERSITY,5.7
589,GRAND VIEW UNIVERSITY,6.9
590,GRINNELL COLLEGE,1.6
591,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY,4.0
592,IOWA WESLEYAN COLLEGE,15.8
593,LORAS COLLEGE,5.2
594,LUTHER COLLEGE,2.8
595,MARSHALLTOWN COMMUNITY COLLEGE,21.8
596,NORTH IOWA AREA COMMUNITY COLLEGE,13.6
597,MORNINGSIDE COLLEGE,5.9
598,MOUNT MERCY UNIVERSITY,2.5
599,ASHFORD UNIVERSITY,19.8
600,NORTHWESTERN COLLEGE,2.2
601,SIMPSON COLLEGE,4.2
602,SAINT AMBROSE UNIVERSITY,3.9
603,UNIVERSITY OF NORTHERN IOWA,4.2
604,UNIVERSITY OF DUBUQUE,15.4
605,UNIVERSITY OF IOWA,2.9
606,UPPER IOWA UNIVERSITY,9.7
607,WALDORF COLLEGE,6.5
608,WARTBURG COLLEGE,3.7
609,WARTBURG THEOLOGICAL SEMINARY,3.3
610,WILLIAM PENN UNIVERSITY,14.1
611,ALLEN COUNTY COMMUNITY COLLEGE,16.8
612,COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOO,18.6
613,BAKER UNIVERSITY,6.6
614,BETHANY COLLEGE,16.8
615,BETHEL COLLEGE,9.4
616,BUTLER COUNTY COMMUNITY COLLEGE,14.2
617,CENTRAL BAPTIST THEOLOGICAL SEMINARY,0.0
618,CENTRAL CHRISTIAN COLLEGE OF KANSAS,7.8
619,CLOUD COUNTY COMMUNITY COLLEGE,12.5
620,COFFEYVILLE COMMUNITY COLLEGE,22.3
621,COLBY COMMUNITY COLLEGE,7.5
622,DODGE CITY COMMUNITY COLLEGE,20.2
623,DONNELLY COLLEGE,13.7
624,FORT HAYS STATE UNIVERSITY,7.3
625,FORT SCOTT COMMUNITY COLLEGE,12.3
626,BARCLAY COLLEGE,12.0
627,FRIENDS UNIVERSITY,11.2
628,GARDEN CITY COMMUNITY COLLEGE,12.3
629,HESSTON COLLEGE,6.6
630,HIGHLAND COMMUNITY COLLEGE,9.3
631,HUTCHINSON COMMUNITY COLLEGE,7.1
632,INDEPENDENCE COMMUNITY COLLEGE,22.8
633,KANSAS CITY KANSAS COMMUNITY COLLEGE,12.3
634,PITTSBURG STATE UNIVERSITY,9.1
635,EMPORIA STATE UNIVERSITY,7.5
636,KANSAS STATE UNIVERSITY,4.5
637,KANSAS WESLEYAN UNIVERSITY,11.4
638,LABETTE COMMUNITY COLLEGE,16.8
639,MANHATTAN CHRISTIAN COLLEGE,6.8
640,MCPHERSON COLLEGE,9.5
641,NEOSHO COUNTY COMMUNITY COLLEGE,13.7
642,OTTAWA UNIVERSITY,10.4
643,PRATT COMMUNITY COLLEGE,12.0
644,NEWMAN UNIVERSITY,8.4
645,SOUTHWESTERN COLLEGE,8.6
646,UNIVERSITY OF SAINT MARY,6.7
647,STERLING COLLEGE,13.9
648,TABOR COLLEGE,8.9
649,UNIVERSITY OF KANSAS,4.3
650,WASHBURN UNIVERSITY - TOPEKA,10.2
651,WICHITA STATE UNIVERSITY,6.0
652,ALICE LLOYD COLLEGE,8.9
653,ASBURY COLLEGE,6.1
654,ASBURY THEOLOGICAL SEMINARY,3.7
655,BELLARMINE UNIVERSITY,5.6
656,BEREA COLLEGE,4.6
657,BRESCIA UNIVERSITY,13.9
658,CAMPBELLSVILLE UNIVERSITY,9.6
659,SPALDING UNIVERSITY,6.9
660,CENTRE COLLEGE OF KENTUCKY,0.6
661,UNIVERSITY OF THE CUMBERLANDS,11.4
662,EASTERN KENTUCKY UNIVERSITY,12.3
663,GEORGETOWN COLLEGE,4.2
664,KENTUCKY CHRISTIAN UNIVERSITY,13.5
665,KENTUCKY STATE UNIVERSITY,20.7
666,KENTUCKY WESLEYAN COLLEGE,18.3
667,LEXINGTON THEOLOGICAL SEMINARY,0.0
668,LINDSEY WILSON COLLEGE,14.3
669,LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,5.2
670,MIDWAY COLLEGE,10.6
671,MOREHEAD STATE UNIVERSITY,12.4
672,MURRAY STATE UNIVERSITY,8.0
673,WEST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,16.7
674,UNIVERSITY OF PIKEVILLE,14.1
675,ST. CATHARINE COLLEGE,13.6
676,TRANSYLVANIA UNIVERSITY,1.8
677,UNION COLLEGE,10.3
678,UNIVERSITY OF KENTUCKY,4.3
679,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,28.1
680,ELIZABETHTOWN COMMUNITY  AND TECHNICAL COLLEGE,20.9
681,HENDERSON COMMUNITY COLLEGE,19.4
682,HOPKINSVILLE COMMUNITY COLLEGE,22.0
683,BIG SANDY COMMUNITY AND TECHNICAL COLLEGE,23.2
684,SOMERSET COMMUNITY COLLEGE,28.4
685,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,27.0
686,UNIVERSITY OF LOUISVILLE,7.7
687,THOMAS MORE COLLEGE,7.7
688,WESTERN KENTUCKY UNIVERSITY,12.1
689,CENTENARY COLLEGE OF LOUISIANA,6.4
690,DILLARD UNIVERSITY,10.9
691,NICHOLLS STATE UNIVERSITY,9.7
692,GRAMBLING STATE UNIVERSITY,22.7
693,LOUISIANA COLLEGE,7.6
694,LOUISIANA TECH UNIVERSITY,7.9
695,LOUISIANA STATE UNIVERSITY & AGRICULTURAL & MECHANICAL COLLEGE,4.9
696,LOUISIANA STATE UNIVERSITY AT ALEXANDRIA,17.1
697,LOUISIANA STATE UNIVERSITY AT EUNICE,18.1
698,LOUISIANA STATE UNIVERSITY IN SHREVEPORT,11.6
699,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,0.8
700,UNIVERSITY OF NEW ORLEANS (THE),9.6
701,LOYOLA UNIVERSITY NEW ORLEANS,4.2
702,MCNEESE STATE UNIVERSITY,17.5
703,UNIVERSITY OF LOUISIANA AT MONROE,13.0
704,NORTHWESTERN STATE UNIVERSITY,14.0
705,NOTRE DAME SEMINARY,0.0
706,OUR LADY OF HOLY CROSS COLLEGE,5.8
707,SOUTHEASTERN LOUISIANA UNIVERSITY,10.6
708,SOUTHERN UNIVERSITY AND AGRICULTURAL & MECHANICAL COLG AT BATON R,12.0
709,SOUTHERN UNIVERSITY AT NEW ORLEANS,17.0
710,SAINT JOSEPH SEMINARY COLLEGE,0.0
711,TULANE UNIVERSITY,5.0
712,UNIVERSITY OF LOUISIANA AT LAFAYETTE,12.3
713,XAVIER UNIVERSITY OF LOUISIANA,10.9
714,UNIVERSITY OF MAINE - PRESQUE ISLE,11.7
715,BATES COLLEGE,1.6
716,BOWDOIN COLLEGE,2.0
717,COLBY COLLEGE,1.5
718,UNIVERSITY OF MAINE - FARMINGTON,6.3
719,UNIVERSITY OF MAINE - FORT KENT,13.3
720,HUSSON UNIVERSITY,11.6
721,MAINE MARITIME ACADEMY,3.1
722,UNIVERSITY OF NEW ENGLAND,3.3
723,SAINT JOSEPH'S COLLEGE,2.7
724,THOMAS COLLEGE,9.0
725,UNIVERSITY OF MAINE,7.0
726,UNIVERSITY OF SOUTHERN MAINE,8.7
727,UNIVERSITY OF MAINE - MACHIAS,15.4
728,ALLEGANY COLLEGE OF MARYLAND,16.7
729,ANNE ARUNDEL COMMUNITY COLLEGE,16.4
730,BALTIMORE CITY COMMUNITY COLLEGE,0.0
731,BOWIE STATE UNIVERSITY,11.0
732,COMMUNITY COLLEGE OF BALTIMORE COUNTY,17.9
733,COLLEGE OF SOUTHERN MARYLAND,13.7
734,NOTRE DAME OF MARYLAND UNIVERSITY,7.6
735,WASHINGTON ADVENTIST UNIVERSITY,10.2
736,COPPIN STATE UNIVERSITY,13.2
737,FREDERICK COMMUNITY COLLEGE,12.8
738,FROSTBURG STATE UNIVERSITY,7.8
739,GOUCHER COLLEGE,2.9
740,HAGERSTOWN COMMUNITY COLLEGE,13.4
741,HARFORD COMMUNITY COLLEGE,15.0
742,HOOD COLLEGE,7.2
743,JOHNS HOPKINS UNIVERSITY,1.4
744,LOYOLA UNIVERSITY MARYLAND,1.4
745,MARYLAND INSTITUTE COLLEGE OF ART,4.8
746,MORGAN STATE UNIVERSITY,16.6
747,MOUNT SAINT MARY'S UNIVERSITY,3.8
748,NER ISRAEL RABBINICAL COLLEGE,0.0
749,PRINCE GEORGE'S COMMUNITY COLLEGE,15.5
750,SALISBURY UNIVERSITY,3.9
751,ST. JOHN'S COLLEGE,0.0
752,SAINT JOHN'S COLLEGE,4.4
753,SAINT MARY'S COLLEGE OF MARYLAND,3.6
754,ST. MARY'S SEMINARY & UNIVERSITY,0.0
755,TOWSON UNIVERSITY,3.0
756,UNIVERSITY OF BALTIMORE,7.2
757,"UNIVERSITY OF MARYLAND, COLLEGE PARK",3.5
758,"UNIVERSITY OF MARYLAND, BALTIMORE",1.7
759,UNIVERSITY OF MARYLAND - BALTIMORE COUNTY,6.2
760,UNIVERSITY OF MARYLAND - EASTERN SHORE,16.0
761,STEVENSON UNIVERSITY,4.9
762,WASHINGTON COLLEGE,1.0
763,MCDANIEL COLLEGE,3.8
764,AMERICAN INTERNATIONAL COLLEGE,7.1
765,AMHERST COLLEGE,1.3
766,ANDOVER NEWTON THEOLOGICAL SCHOOL,7.5
767,ANNA MARIA COLLEGE,7.2
768,ASSUMPTION COLLEGE,4.3
769,MERRIMACK COLLEGE,4.6
770,BABSON COLLEGE,0.9
771,BAY PATH COLLEGE,10.9
772,BECKER COLLEGE,13.8
773,BENTLEY UNIVERSITY,1.5
774,BERKLEE COLLEGE OF MUSIC,11.2
775,BOSTON COLLEGE,2.2
776,BOSTON CONSERVATORY,10.3
777,BOSTON UNIVERSITY,1.5
778,BRANDEIS UNIVERSITY,1.9
779,CLARK UNIVERSITY,3.6
780,COLLEGE OF OUR LADY OF THE ELMS,8.2
781,COLLEGE OF THE HOLY CROSS,3.3
782,CURRY COLLEGE,8.7
783,DEAN COLLEGE,17.5
784,EASTERN NAZARENE COLLEGE,6.0
785,EMERSON COLLEGE,1.4
786,EMMANUEL COLLEGE,5.1
787,ENDICOTT COLLEGE,3.3
788,EPISCOPAL DIVINITY SCHOOL,7.1
789,FISHER COLLEGE,19.0
790,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,17.6
791,GORDON COLLEGE,2.1
792,HELLENIC COLLEGE & HOLY CROSS GREEK ORTHODOX SCHOOL OF THEOLOGY,0.0
793,HARVARD UNIVERSITY,1.0
794,HEBREW COLLEGE,5.0
795,LASELL COLLEGE,6.9
796,LESLEY UNIVERSITY,4.2
797,UNIVERSITY OF MASSACHUSETTS - LOWELL,5.0
798,NEW ENGLAND COLLEGE OF OPTOMETRY (THE),0.0
799,MASS. COLLEGE OF PHARMACY & HEALTH SCIENCES,1.0
800,BERKSHIRE COMMUNITY COLLEGE,15.2
801,CAPE COD COMMUNITY COLLEGE,19.9
802,GREENFIELD COMMUNITY COLLEGE,12.8
803,HOLYOKE COMMUNITY COLLEGE,13.5
804,MASSACHUSETTS BAY COMMUNITY COLLEGE,11.6
805,MOUNT WACHUSETT COMMUNITY COLLEGE,12.5
806,NORTH SHORE COMMUNITY COLLEGE,12.8
807,NORTHERN ESSEX COMMUNITY COLLEGE,17.1
808,QUINSIGAMOND COMMUNITY COLLEGE,11.9
809,BRISTOL COMMUNITY COLLEGE,16.9
810,MASSASOIT COMMUNITY COLLEGE,16.0
811,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0.5
812,MASSACHUSETTS COLLEGE OF ART AND DESIGN,4.8
813,MASSACHUSETTS MARITIME ACADEMY,3.7
814,BRIDGEWATER STATE UNIVERSITY,5.8
815,FITCHBURG STATE UNIVERSITY,4.1
816,FRAMINGHAM STATE COLLEGE,7.1
817,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,6.2
818,SALEM STATE UNIVERSITY,10.2
819,WESTFIELD STATE UNIVERSITY,4.7
820,WORCESTER STATE UNIVERSITY,9.2
821,MOUNT HOLYOKE COLLEGE,2.0
822,MOUNT IDA COLLEGE,10.2
823,NEW ENGLAND CONSERVATORY OF MUSIC,1.2
824,NICHOLS COLLEGE,14.5
825,NORTHEASTERN UNIVERSITY,3.5
826,PINE MANOR COLLEGE,14.5
827,BLESSED JOHN XXIII NATIONAL SEMINARY,0.0
828,QUINCY COLLEGE,13.4
829,REGIS COLLEGE,3.7
830,SIMMONS COLLEGE,2.4
831,TRUSTEES OF THE SMITH COLLEGE,2.4
832,UNIVERSITY OF MASSACHUSETTS - DARTMOUTH,5.8
833,SPRINGFIELD COLLEGE,10.9
834,SAINT JOHN'S SEMINARY,0.0
835,STONEHILL COLLEGE,1.7
836,SUFFOLK UNIVERSITY,3.9
837,TUFTS UNIVERSITY,1.6
838,UNIVERSITY OF MASSACHUSETTS - AMHERST,4.1
839,UNIVERSITY OF MASSACHUSETTS - BOSTON,5.8
840,WELLESLEY COLLEGE,1.8
841,WENTWORTH INSTITUTE OF TECHNOLOGY,7.0
842,WESTERN NEW ENGLAND UNIVERSITY,3.9
843,WHEATON COLLEGE,2.8
844,WHEELOCK COLLEGE,7.9
845,WILLIAMS COLLEGE,1.1
846,WORCESTER POLYTECHNIC INSTITUTE,2.8
847,ADRIAN COLLEGE,8.8
848,ALBION COLLEGE,4.0
849,ALMA COLLEGE,4.2
850,ALPENA COMMUNITY COLLEGE,24.0
851,ANDREWS UNIVERSITY,4.5
852,AQUINAS COLLEGE,5.9
853,BAY DE NOC COMMUNITY COLLEGE,13.9
854,CALVIN COLLEGE,2.5
855,CALVIN THEOLOGICAL SEMINARY,0.0
856,CENTRAL MICHIGAN UNIVERSITY,4.4
857,CLEARY UNIVERSITY,6.5
858,CONCORDIA UNIVERSITY,5.4
859,CRANBROOK ACADEMY OF ART,0.0
860,DAVENPORT UNIVERSITY,9.6
861,DELTA COLLEGE,16.6
862,MICHIGAN STATE UNIVERSITY COLLEGE OF LAW,3.0
863,EASTERN MICHIGAN UNIVERSITY,8.5
864,FERRIS STATE UNIVERSITY,6.1
865,CHARLES STEWART MOTT COMMUNITY COLLEGE,24.5
866,KETTERING UNIVERSITY,1.8
867,GLEN OAKS COMMUNITY COLLEGE,20.0
868,GOGEBIC COMMUNITY COLLEGE,14.9
869,GRACE BIBLE COLLEGE,6.0
870,CORNERSTONE UNIVERSITY,6.2
871,GRAND RAPIDS COMMUNITY COLLEGE,21.9
872,GRAND VALLEY STATE UNIVERSITY,3.1
873,GREAT LAKES CHRISTIAN COLLEGE,10.1
874,HENRY FORD COMMUNITY COLLEGE,16.9
875,HOPE COLLEGE,1.6
876,JACKSON COMMUNITY COLLEGE,18.4
877,KALAMAZOO COLLEGE,1.0
878,KELLOGG COMMUNITY COLLEGE,14.5
879,LAKE MICHIGAN COLLEGE,27.2
880,LANSING COMMUNITY COLLEGE,18.0
881,LAWRENCE TECHNOLOGICAL UNIVERSITY,6.1
882,MADONNA UNIVERSITY,6.5
883,MARYGROVE COLLEGE,8.4
884,ROCHESTER COLLEGE,7.6
885,MICHIGAN STATE UNIVERSITY,4.3
886,MICHIGAN TECHNOLOGICAL UNIVERSITY,3.1
887,LAKE SUPERIOR STATE UNIVERSITY,6.3
888,MONROE COUNTY COMMUNITY COLLEGE,11.5
889,MONTCALM COMMUNITY COLLEGE,18.3
890,MUSKEGON COMMUNITY COLLEGE,17.9
891,NORTH CENTRAL MICHIGAN COLLEGE,23.4
892,NORTHERN MICHIGAN UNIVERSITY,7.2
893,NORTHWESTERN MICHIGAN COLLEGE,15.4
894,OAKLAND COMMUNITY COLLEGE,16.8
895,OAKLAND UNIVERSITY,5.5
896,OLIVET COLLEGE,16.2
897,ST. CLAIR COUNTY COMMUNITY COLLEGE,18.6
898,KUYPER COLLEGE,8.5
899,SACRED HEART MAJOR SEMINARY,0.0
900,SAGINAW VALLEY STATE UNIVERSITY,6.6
901,SCHOOLCRAFT COLLEGE,13.1
902,SIENA HEIGHTS UNIVERSITY,6.8
903,SOUTHWESTERN MICHIGAN COLLEGE,0.0
904,SPRING ARBOR UNIVERSITY,5.6
905,FINLANDIA UNIVERSITY,12.3
906,UNIVERSITY OF DETROIT MERCY,5.8
907,UNIVERSITY OF MICHIGAN - ANN ARBOR,1.6
908,UNIVERSITY OF MICHIGAN - DEARBORN,4.5
909,UNIVERSITY OF MICHIGAN - FLINT,7.7
910,WASHTENAW COMMUNITY COLLEGE,21.8
911,WAYNE STATE UNIVERSITY,9.5
912,WESTERN MICHIGAN UNIVERSITY,5.2
913,WESTERN THEOLOGICAL SEMINARY,0.0
914,ANOKA-RAMSEY COMMUNITY COLLEGE,11.6
915,AUGSBURG COLLEGE,3.6
916,RIVERLAND COMMUNITY COLLEGE,14.6
917,BEMIDJI STATE UNIVERSITY,6.8
918,BETHANY LUTHERAN COLLEGE,4.3
919,CENTRAL LAKES COLLEGE,18.9
920,CARLETON COLLEGE,1.3
921,COLLEGE OF SAINT BENEDICT,0.5
922,ST. CATHERINE UNIVERSITY,4.7
923,COLLEGE OF SAINT SCHOLASTICA,5.2
924,UNIVERSITY OF SAINT THOMAS,2.1
925,CONCORDIA COLLEGE - MOORHEAD,1.8
926,CONCORDIA UNIVERSITY - SAINT PAUL,6.6
927,VERMILION COMMUNITY COLLEGE,18.1
928,GUSTAVUS ADOLPHUS COLLEGE,2.7
929,HAMLINE UNIVERSITY,4.8
930,HIBBING COMMUNITY COLLEGE,25.3
931,ITASCA COMMUNITY COLLEGE,14.0
932,LUTHER SEMINARY,1.7
933,MACALESTER COLLEGE,1.8
934,"MINNESOTA STATE UNIVERSITY, MANKATO",5.4
935,MARTIN LUTHER COLLEGE,3.2
936,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,18.2
937,MINNEAPOLIS COLLEGE OF ART & DESIGN,9.7
938,CROSSROADS COLLEGE,10.9
939,MINNESOTA STATE UNIVERSITY MOORHEAD,5.3
940,NORTH CENTRAL UNIVERSITY,6.7
941,NORTH HENNEPIN COMMUNITY COLLEGE,11.2
942,NORTHWESTERN COLLEGE,3.5
943,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,10.7
944,SOUTHWEST MINNESOTA STATE UNIVERSITY,8.2
945,ST. CLOUD STATE UNIVERSITY,5.5
946,SAINT JOHN'S UNIVERSITY,0.0
947,SAINT MARY'S UNIVERSITY OF MINNESOTA,2.6
948,SAINT OLAF COLLEGE,1.6
949,CROWN COLLEGE,7.7
950,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,15.2
951,UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES,5.8
952,UNIVERSITY OF MINNESOTA  DULUTH,3.2
953,UNIVERSITY OF MINNESOTA - MORRIS,3.6
954,WILLIAM MITCHELL COLLEGE OF LAW,0.8
955,MINNESOTA STATE COLLEGE - SOUTHEAST TECHNICAL,15.2
956,WINONA STATE UNIVERSITY,3.6
957,ALCORN STATE UNIVERSITY,16.7
958,BELHAVEN UNIVERSITY,6.7
959,BLUE MOUNTAIN COLLEGE,11.6
960,COAHOMA COMMUNITY COLLEGE,25.0
961,COPIAH-LINCOLN COMMUNITY COLLEGE,24.7
962,DELTA STATE UNIVERSITY,12.5
963,EAST CENTRAL COMMUNITY COLLEGE,19.7
964,EAST MISSISSIPPI COMMUNITY COLLEGE,19.9
965,HINDS COMMUNITY COLLEGE,22.7
966,HOLMES COMMUNITY COLLEGE,19.6
967,ITAWAMBA COMMUNITY COLLEGE,23.4
968,JACKSON STATE UNIVERSITY,16.4
969,JONES COUNTY JUNIOR COLLEGE,21.1
970,MERIDIAN COMMUNITY COLLEGE,26.1
971,MILLSAPS COLLEGE,3.5
972,MISSISSIPPI COLLEGE,7.1
973,MISSISSIPPI DELTA COMMUNITY COLLEGE,0.0
974,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,16.6
975,MISSISSIPPI UNIVERSITY FOR WOMEN,9.0
976,MISSISSIPPI STATE UNIVERSITY,7.2
977,MISSISSIPPI VALLEY STATE UNIVERSITY,16.9
978,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,23.5
979,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,21.8
980,PEARL RIVER COMMUNITY COLLEGE,20.2
981,RUST COLLEGE,31.6
982,SOUTHEASTERN BAPTIST COLLEGE,0.0
983,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE,0.0
984,TOUGALOO COLLEGE,14.5
985,UNIVERSITY OF MISSISSIPPI,9.1
986,UNIVERSITY OF SOUTHERN MISSISSIPPI,11.0
987,WILLIAM CAREY UNIVERSITY,8.4
988,AVILA UNIVERSITY,8.2
989,CALVARY BIBLE COLLEGE,3.7
990,CENTRAL BIBLE COLLEGE,10.4
991,CENTRAL METHODIST UNIVERSITY,10.0
992,UNIVERSITY OF CENTRAL MISSOURI,7.0
993,COLUMBIA COLLEGE,11.6
994,CONCORDIA SEMINARY,0.9
995,COTTEY COLLEGE,18.4
996,CROWDER COLLEGE,22.3
997,CULVER-STOCKTON COLLEGE,12.5
998,DRURY UNIVERSITY,14.2
999,EDEN THEOLOGICAL SEMINARY,3.1
1000,EVANGEL UNIVERSITY,5.8
1001,FONTBONNE UNIVERSITY,10.0
1002,HARRIS - STOWE STATE UNIVERSITY,26.5
1003,CONCEPTION SEMINARY COLLEGE,0.0
1004,JEFFERSON COLLEGE,15.7
1005,SAINT LOUIS COMMUNITY COLLEGE,11.8
1006,KANSAS CITY ART INSTITUTE,14.4
1007,KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES,1.2
1008,KENRICK - GLENNON SEMINARY,0.0
1009,A. T. STILL UNIVERSITY OF HEALTH SCIENCES,1.5
1010,LINCOLN UNIVERSITY,24.7
1011,LINDENWOOD UNIVERSITY,5.1
1012,MARYVILLE UNIVERSITY OF SAINT LOUIS,3.2
1013,METROPOLITAN COMMUNITY COLLEGE,15.9
1014,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,4.0
1015,MINERAL AREA COLLEGE,17.7
1016,MISSOURI SOUTHERN STATE UNIVERSITY,12.2
1017,MISSOURI VALLEY COLLEGE,18.0
1018,MISSOURI WESTERN STATE UNIVERSITY,19.9
1019,MOBERLY AREA COMMUNITY COLLEGE,19.8
1020,NAZARENE THEOLOGICAL SEMINARY,0.0
1021,TRUMAN STATE UNIVERSITY,3.6
1022,NORTHWEST MISSOURI STATE UNIVERSITY,7.2
1023,PARK UNIVERSITY,10.1
1024,ROCKHURST UNIVERSITY,6.3
1025,COLLEGE OF THE OZARKS,0.0
1026,SOUTHEAST MISSOURI STATE UNIVERSITY,9.7
1027,SOUTHWEST BAPTIST UNIVERSITY,10.1
1028,MISSOURI STATE UNIVERSITY,6.9
1029,SAINT LOUIS COLLEGE OF PHARMACY,0.0
1030,SAINT LOUIS UNIVERSITY,4.1
1031,SAINT PAUL SCHOOL OF THEOLOGY,5.2
1032,STEPHENS COLLEGE,8.2
1033,NORTH CENTRAL MISSOURI COLLEGE,16.5
1034,UNIVERSITY OF MISSOURI - COLUMBIA,3.9
1035,MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,5.3
1036,UNIVERSITY OF MISSOURI - KANSAS CITY,10.5
1037,UNIVERSITY OF MISSOURI - SAINT LOUIS,7.5
1038,WASHINGTON UNIVERSITY IN ST. LOUIS,3.3
1039,WEBSTER UNIVERSITY,8.2
1040,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE,22.3
1041,WESTMINSTER COLLEGE,4.8
1042,WILLIAM JEWELL COLLEGE,4.4
1043,WILLIAM WOODS UNIVERSITY,3.2
1044,CARROLL COLLEGE,2.0
1045,UNIVERSITY OF GREAT FALLS,8.4
1046,MILES COMMUNITY COLLEGE,6.0
1047,DAWSON COMMUNITY COLLEGE,14.4
1048,MONTANA STATE UNIVERSITY - BILLINGS,5.7
1049,MONTANA TECH OF THE UNIVERSITY OF MONTANA,6.7
1050,MONTANA STATE UNIVERSITY BOZEMAN,3.4
1051,MONTANA STATE UNIVERSITY - NORTHERN,11.9
1052,ROCKY MOUNTAIN COLLEGE,7.8
1053,UNIVERSITY OF MONTANA (THE),4.7
1054,UNIVERSITY OF MONTANA WESTERN (THE),4.2
1055,CHADRON STATE COLLEGE,11.3
1056,COLLEGE OF SAINT MARY,9.5
1057,CONCORDIA UNIVERSITY,3.9
1058,CREIGHTON UNIVERSITY,2.3
1059,DOANE COLLEGE,4.8
1060,GRACE UNIVERSITY,7.0
1061,HASTINGS COLLEGE,5.3
1062,UNIVERSITY OF NEBRASKA - KEARNEY,5.5
1063,MIDLAND UNIVERSITY,8.0
1064,UNIVERSITY OF NEBRASKA - OMAHA,7.5
1065,NEBRASKA WESLEYAN UNIVERSITY,3.6
1066,MID-PLAINS COMMUNITY COLLEGE,19.5
1067,PERU STATE COLLEGE,11.3
1068,WESTERN NEBRASKA COMMUNITY COLLEGE,22.8
1069,UNION COLLEGE,6.2
1070,UNIVERSITY OF NEBRASKA,3.7
1071,WAYNE STATE COLLEGE,8.7
1072,YORK COLLEGE,11.5
1073,"UNIVERSITY OF NEVADA , RENO",6.8
1074,UNIVERSITY OF NEVADA - LAS VEGAS,6.7
1075,COLBY-SAWYER COLLEGE,4.1
1076,DARTMOUTH COLLEGE,1.0
1077,FRANKLIN PIERCE UNIVERSITY,8.0
1078,NEW ENGLAND COLLEGE,10.6
